source_zipcode,target_zipcode,lag_1_corr,lag_2_corr,lag_3_corr,lag_4_corr,lag_5_corr,lag_6_corr
6035,4001,0.6027281559929278,0.5314195260499678,0.4775235313186086,0.47546614016713495,0.5355062956694782,0.5940475535751095
6037,4001,0.6259722210569821,0.5797676396371574,0.5455049036730796,0.5204467867397753,0.506668655022265,0.5006670235435645
6039,4001,0.68637139934933,0.6273468000660356,0.6309108736099704,0.6753611633025014,0.6835644154133634,0.6488372928799084
6041,4001,0.40583965476655726,0.3583965488189361,0.32048302846557847,0.2869914361928783,0.27142188486856855,0.2627336329284579
6043,4001,0.546532264571605,0.4913524095270759,0.4692036695028065,0.4955400068965226,0.5511912698407189,0.5970874089505259
6045,4001,0.6346505924928876,0.5665753247305565,0.5325361546861117,0.5367949232208216,0.5778275153366838,0.5940813634772724
6047,4001,0.6646517111425597,0.5903719686659459,0.5751178210653908,0.6048893876956715,0.644827980426574,0.6563574672492231
6049,4001,0.6001846344358066,0.5372094567431308,0.4939200917155542,0.5022652374020121,0.559995376231665,0.6190823379846294
6051,4001,0.5393328726038136,0.5553857318197186,0.6207156271745392,0.6598192665390054,0.5735976718891558,0.47299043431051574
6053,4001,0.42829709958320056,0.347968648121593,0.2990005597546589,0.33757839227966313,0.45274804901394494,0.5305752594601776
6055,4001,0.5753795200719081,0.5168340422362212,0.4933594887149822,0.510495206970392,0.5292863589509349,0.509964652367575
6057,4001,0.6459443314608824,0.5962240474851277,0.5680174561599369,0.5519407140235846,0.5497338872715996,0.5506002919026745
6059,4001,0.47630570675475853,0.43676125215460526,0.4058236718010741,0.37476927610552585,0.3552470334553024,0.34195449785914434
6061,4001,0.5804220173960197,0.5382973335245892,0.5101110569504347,0.48740360437421193,0.476760668757863,0.46989072787759767
6063,4001,0.4746612018259283,0.41714744259630565,0.3756568274110146,0.38302066373432725,0.44666234108066855,0.5141323026888407
6065,4001,0.700190394346865,0.6521924240056517,0.6106554133329078,0.5777287401750848,0.5628579536845293,0.5587002272318433
6067,4001,0.5759437896017933,0.5334255707455393,0.5059121050695019,0.483542080847296,0.47501142220004333,0.4708922661243557
6069,4001,0.5802996086637254,0.5393466350855053,0.5286817081149244,0.5415114570401717,0.5567353309079255,0.5624935528737961
6071,4001,0.6331459128412885,0.5937866866351927,0.5654868009390549,0.5383850540713366,0.5239876305276031,0.51295720000547
6073,4001,0.550247564152415,0.5106726903464364,0.48194864102660984,0.45256332597138893,0.43494951311022306,0.42310609400888716
6075,4001,0.47215015534642896,0.42461579350882084,0.3828100516965954,0.3457042269650281,0.326922166743271,0.31419210254214996
6077,4001,0.6919366192293002,0.6331404943276137,0.6252478387583639,0.6376162774892897,0.6499851408011457,0.6388723162942975
6079,4001,0.6201138618980438,0.5600275806870612,0.52324578592892,0.509051393257612,0.5179918812072841,0.5162843635251827
